date,state,cases_unvax,cases_pvax,cases_fvax,cases_boost
2022-12-04,Johor,3,0,5,29
2022-12-05,Johor,6,2,7,25
2022-12-06,Johor,7,0,6,27
2022-12-07,Johor,4,0,4,29
2022-12-08,Johor,3,0,2,25
2022-12-09,Johor,8,0,4,12
2022-12-10,Johor,3,0,3,19
2022-12-11,Johor,2,1,2,21
2022-12-12,Johor,4,0,8,18
2022-12-13,Johor,6,0,5,18
2022-12-14,Johor,7,0,1,16
2022-12-15,Johor,3,0,9,18
2022-12-16,Johor,5,0,2,19
2022-12-17,Johor,5,0,5,16
2022-12-18,Johor,1,0,4,18
2022-12-19,Johor,4,0,3,14
2022-12-20,Johor,2,0,2,12
2022-12-21,Johor,3,0,2,13
2022-12-22,Johor,2,0,3,10
2022-12-23,Johor,3,0,2,18
2022-12-24,Johor,0,0,4,7
2022-12-25,Johor,4,0,2,9
2022-12-26,Johor,1,0,2,15
2022-12-27,Johor,8,0,4,10
2022-12-28,Johor,3,0,1,10
2022-12-29,Johor,3,0,4,19
2022-12-30,Johor,2,0,1,11
2022-12-31,Johor,2,0,0,14
2023-01-01,Johor,1,0,2,10
2023-01-02,Johor,2,1,2,14
2023-01-03,Johor,3,0,4,11
2023-01-04,Johor,1,0,5,14
2023-01-05,Johor,2,1,2,15
2023-01-06,Johor,2,0,3,20
2023-01-07,Johor,1,0,3,13
2023-01-08,Johor,3,0,5,12
2023-01-09,Johor,5,0,0,11
2023-01-10,Johor,0,0,4,11
2023-01-11,Johor,4,0,3,8
2023-01-12,Johor,5,0,0,6
2023-01-13,Johor,1,0,3,11
2023-01-14,Johor,5,0,3,9
2023-01-15,Johor,2,0,5,15
2023-01-16,Johor,1,0,2,15
2023-01-17,Johor,5,1,3,11
2023-01-18,Johor,2,0,5,9
2023-01-19,Johor,2,0,4,9
2023-01-20,Johor,1,0,6,8
2023-01-21,Johor,5,0,2,8
2023-01-22,Johor,1,0,6,7
2023-01-23,Johor,0,0,1,7
2023-01-24,Johor,0,0,0,5
2023-01-25,Johor,0,0,2,3
2023-01-26,Johor,1,0,3,6
2023-01-27,Johor,2,0,2,4
2023-01-28,Johor,3,0,6,8
2023-01-29,Johor,3,0,1,7
2023-01-30,Johor,1,1,5,10
2023-01-31,Johor,1,0,3,5
2023-02-01,Johor,3,0,0,9
2023-02-02,Johor,0,0,3,5
2023-02-03,Johor,1,0,3,10
2023-02-04,Johor,0,0,0,7
2023-02-05,Johor,1,0,1,8
2023-02-06,Johor,1,0,0,5
2023-02-07,Johor,0,0,1,5
2023-02-08,Johor,3,0,2,6
2023-02-09,Johor,1,0,1,8
2023-02-10,Johor,1,0,2,8
2023-02-11,Johor,0,0,4,6
2023-02-12,Johor,2,0,4,4
2023-02-13,Johor,2,0,3,15
2023-02-14,Johor,1,0,2,4
2023-02-15,Johor,0,0,1,8
2023-02-16,Johor,3,0,3,4
2023-02-17,Johor,4,0,0,13
2023-02-18,Johor,0,0,2,5
2023-02-19,Johor,0,0,4,7
2023-02-20,Johor,1,0,1,15
2023-02-21,Johor,1,0,3,6
2023-02-22,Johor,0,0,3,7
2023-02-23,Johor,2,0,1,5
2023-02-24,Johor,2,0,1,7
2023-02-25,Johor,2,0,1,10
2023-02-26,Johor,-1,1,3,3
2023-02-27,Johor,4,0,1,4
2023-02-28,Johor,2,0,2,12
2023-03-01,Johor,0,0,3,9
2023-03-02,Johor,1,0,3,8
2023-03-03,Johor,0,0,2,10
2023-03-04,Johor,1,0,1,7
2023-03-05,Johor,0,0,4,7
2023-03-06,Johor,2,0,2,9
2023-03-07,Johor,1,0,3,9
2023-03-08,Johor,2,0,2,13
2023-03-09,Johor,4,0,3,10
2023-03-10,Johor,0,0,2,11
2023-03-11,Johor,5,0,1,6
2023-03-12,Johor,2,0,1,8
2023-03-13,Johor,5,0,2,14
2023-03-14,Johor,0,0,6,9
2023-03-15,Johor,2,1,3,11
2023-03-16,Johor,2,0,4,9
2023-03-17,Johor,2,0,5,11
2023-03-18,Johor,0,0,1,9
2023-03-19,Johor,3,0,1,7
2023-03-20,Johor,3,0,6,12
2023-03-21,Johor,2,0,4,7
2023-03-22,Johor,2,0,2,14
2023-03-23,Johor,1,0,3,9
2023-03-24,Johor,1,0,0,9
2023-03-25,Johor,2,0,3,7
2023-03-26,Johor,1,0,1,10
2023-03-27,Johor,3,0,4,5
2023-03-28,Johor,4,0,1,8
2023-03-29,Johor,2,0,4,14
2023-03-30,Johor,0,0,0,14
2023-03-31,Johor,1,0,3,17
2023-04-01,Johor,1,1,1,15
2023-04-02,Johor,0,0,2,11
2023-04-03,Johor,0,0,5,13
2023-04-04,Johor,3,0,4,16
2023-04-05,Johor,3,0,2,17
2023-04-06,Johor,5,0,5,13
2023-04-07,Johor,0,0,5,18
2023-04-08,Johor,6,0,2,14
2023-04-09,Johor,5,0,0,10
2023-04-10,Johor,2,0,4,10
2023-04-11,Johor,3,0,4,12
2023-04-12,Johor,1,0,3,10
2023-04-13,Johor,0,1,9,19
2023-04-14,Johor,1,0,4,23
2023-04-15,Johor,2,1,5,11
2023-04-16,Johor,3,0,9,15
2023-04-17,Johor,3,0,2,14
2023-04-18,Johor,7,0,6,17
2023-04-19,Johor,5,0,2,16
2023-04-20,Johor,3,0,3,24
2023-04-21,Johor,0,0,0,17
2023-04-22,Johor,3,0,0,10
2023-04-23,Johor,4,0,1,17
2023-04-24,Johor,2,0,2,7
2023-04-25,Johor,4,0,6,15
2023-04-26,Johor,6,0,1,11
2023-04-27,Johor,2,0,4,22
2023-04-28,Johor,3,0,5,25
2023-04-29,Johor,4,0,7,19
2023-04-30,Johor,1,0,6,24
2023-05-01,Johor,7,0,8,24
2023-05-02,Johor,8,1,5,14
2023-05-03,Johor,3,0,6,24
2023-05-04,Johor,8,0,10,21
2023-05-05,Johor,5,0,6,14
2023-05-06,Johor,2,0,4,19
2023-05-07,Johor,3,0,4,17
2023-05-08,Johor,2,0,8,19
2023-05-09,Johor,4,0,8,25
2023-05-10,Johor,5,0,8,19
2023-05-11,Johor,6,1,7,24
2023-05-12,Johor,11,1,6,21
2023-05-13,Johor,4,0,4,18
2023-05-14,Johor,2,0,10,12
2023-05-15,Johor,3,0,3,18
2023-05-16,Johor,2,0,4,17
2023-05-17,Johor,3,0,4,12
2023-05-18,Johor,5,0,4,10
2023-05-19,Johor,6,0,1,16
2023-05-20,Johor,3,0,7,14
2023-05-21,Johor,3,0,4,16
2023-05-22,Johor,2,0,3,19
2023-05-23,Johor,2,0,2,17
2023-05-24,Johor,3,0,1,11
2023-05-25,Johor,7,0,6,9
2023-05-26,Johor,3,0,2,8
2023-05-27,Johor,2,0,4,13
2023-05-28,Johor,3,0,2,9
2023-05-29,Johor,3,0,4,11
2023-05-30,Johor,1,0,2,15
2023-05-31,Johor,3,1,2,10
2023-06-01,Johor,4,0,1,10
2023-06-02,Johor,2,0,2,11
2023-06-03,Johor,3,0,0,8
2023-06-04,Johor,0,0,3,8
2023-06-05,Johor,1,1,1,8
2023-06-06,Johor,0,0,6,7
2023-06-07,Johor,2,0,1,8
2023-06-08,Johor,1,0,2,11
2023-06-09,Johor,1,0,2,6
2023-06-10,Johor,2,0,1,8
2023-06-11,Johor,3,0,3,10
2023-06-12,Johor,1,0,1,16
2023-06-13,Johor,2,0,2,6
2023-06-14,Johor,4,0,2,5
2023-06-15,Johor,2,1,3,5
2023-06-16,Johor,0,0,0,8
2023-06-17,Johor,1,0,2,8
2023-06-18,Johor,3,0,2,8
2023-06-19,Johor,2,0,3,7
2023-06-20,Johor,2,0,2,7
2023-06-21,Johor,1,0,3,5
2023-06-22,Johor,3,0,3,7
2023-06-23,Johor,0,0,0,8
2023-06-24,Johor,3,0,1,7
2023-06-25,Johor,0,0,2,2
2023-06-26,Johor,1,0,1,4
2023-06-27,Johor,0,0,1,8
2023-06-28,Johor,2,0,2,4
2023-06-29,Johor,3,0,2,5
2023-06-30,Johor,1,0,2,3
2023-07-01,Johor,0,0,1,7
2023-07-02,Johor,3,0,1,1
2023-07-03,Johor,1,0,4,5
2023-07-04,Johor,0,0,1,4
2023-07-05,Johor,1,0,0,5
2023-07-06,Johor,1,0,0,3
2023-07-07,Johor,1,0,1,2
2023-07-08,Johor,2,0,1,0
2023-07-09,Johor,0,0,2,2
2023-07-10,Johor,1,0,1,3
2023-07-11,Johor,1,0,0,1
2023-07-12,Johor,1,0,1,6
2023-07-13,Johor,0,0,1,2
2023-07-14,Johor,1,0,2,6
2023-07-15,Johor,1,0,2,1
2023-07-16,Johor,1,0,2,1
2023-07-17,Johor,1,0,2,3
2023-07-18,Johor,2,0,0,2
2023-07-19,Johor,0,0,1,3
2023-07-20,Johor,0,0,1,1
2023-07-21,Johor,1,0,0,4
2023-07-22,Johor,0,0,0,2
2023-07-23,Johor,0,0,1,2
2023-07-24,Johor,0,0,0,3
2023-07-25,Johor,0,0,0,2
2023-07-26,Johor,1,0,0,1
2023-07-27,Johor,2,0,0,2
2023-07-28,Johor,0,0,2,0
2023-07-29,Johor,0,0,0,2
2023-07-30,Johor,1,0,0,2
2023-07-31,Johor,0,0,2,1
2023-08-01,Johor,0,0,1,4
2023-08-02,Johor,0,0,0,0
2023-08-03,Johor,0,0,0,0
2023-08-04,Johor,0,0,0,0
2023-08-05,Johor,0,0,0,3
2023-08-06,Johor,0,0,0,1
2023-08-07,Johor,0,0,3,0
2023-08-08,Johor,0,0,0,1
2023-08-09,Johor,0,0,1,0
2023-08-10,Johor,0,0,0,0
2023-08-11,Johor,0,0,0,1
2023-08-12,Johor,0,0,0,0
2023-08-13,Johor,0,0,0,0
2023-08-14,Johor,0,0,0,0
2023-08-15,Johor,0,0,0,0
2023-08-16,Johor,0,0,0,1
2023-08-17,Johor,0,0,0,1
2023-08-18,Johor,0,0,0,1
2023-08-19,Johor,1,0,0,0
2023-08-20,Johor,0,0,0,0
2023-08-21,Johor,0,0,0,0
2023-08-22,Johor,0,0,0,0
2023-08-23,Johor,0,0,0,0
2023-08-24,Johor,0,0,0,2
2023-08-25,Johor,0,0,0,0
2023-08-26,Johor,0,0,0,0
2023-08-27,Johor,0,0,0,0
2023-08-28,Johor,0,1,0,0
2023-08-29,Johor,1,0,0,0
2023-08-30,Johor,0,0,0,0
2023-08-31,Johor,0,0,0,1
2023-09-01,Johor,0,0,0,0
2023-09-02,Johor,0,0,0,0
2023-09-03,Johor,0,0,0,1
2023-09-04,Johor,0,0,1,0
2023-09-05,Johor,0,0,0,4
2023-09-06,Johor,0,0,0,0
2023-09-07,Johor,0,0,0,0
2023-09-08,Johor,0,0,0,2
2023-09-09,Johor,0,0,0,0
2023-09-10,Johor,0,0,0,0
2023-09-11,Johor,0,0,0,1
2023-09-12,Johor,0,0,0,1
2023-09-13,Johor,0,0,0,1
2023-09-14,Johor,0,0,0,2
2023-09-15,Johor,0,0,0,0
2023-09-16,Johor,0,0,0,0
2023-09-17,Johor,0,0,0,1
2023-09-18,Johor,0,0,0,0
2023-09-19,Johor,0,0,0,0
2023-09-20,Johor,0,0,0,0
2023-09-21,Johor,0,0,0,1
2023-09-22,Johor,0,0,0,0
2023-09-23,Johor,0,0,0,0
2023-09-24,Johor,0,0,0,0
2023-09-25,Johor,0,0,0,1
2023-09-26,Johor,0,0,0,0
2023-09-27,Johor,0,0,0,1
2023-09-28,Johor,0,0,0,0
2023-09-29,Johor,0,0,1,1
2023-09-30,Johor,0,0,0,0
2023-10-01,Johor,0,0,0,1
2023-10-02,Johor,0,0,1,0
2023-10-03,Johor,0,0,2,2
2023-10-04,Johor,1,0,0,3
2023-10-05,Johor,1,0,0,5
2023-10-06,Johor,1,0,3,6
2023-10-07,Johor,1,0,0,5
2023-10-08,Johor,1,0,0,6
2023-10-09,Johor,0,0,0,6
2023-10-10,Johor,0,0,0,1
2023-10-11,Johor,0,0,0,2
2023-10-12,Johor,1,0,1,0
2023-10-13,Johor,1,0,0,1
2023-10-14,Johor,0,0,0,0
2023-10-15,Johor,0,0,0,1
2023-10-16,Johor,0,0,0,0
2023-10-17,Johor,0,0,0,2
2023-10-18,Johor,2,0,0,0
2023-10-19,Johor,0,0,0,1
2023-10-20,Johor,2,0,0,1
2023-10-21,Johor,0,0,2,2
2023-10-22,Johor,1,0,0,0
2023-10-23,Johor,1,0,0,1
2023-10-24,Johor,0,0,0,1
2023-10-25,Johor,0,0,0,2
2023-10-26,Johor,2,0,2,1
2023-10-27,Johor,0,0,0,1
2023-10-28,Johor,0,0,1,1
2023-10-29,Johor,0,0,1,0
2023-10-30,Johor,1,0,1,0
2023-10-31,Johor,0,0,0,0
2023-11-01,Johor,0,0,0,3
2023-11-02,Johor,0,0,0,1
2023-11-03,Johor,0,0,0,2
2023-11-04,Johor,1,0,1,4
2023-11-05,Johor,0,0,0,1
2023-11-06,Johor,1,0,0,1
2023-11-07,Johor,0,0,0,3
2023-11-08,Johor,0,0,1,2
2023-11-09,Johor,0,0,0,1
2023-11-10,Johor,0,0,2,2
2023-11-11,Johor,0,0,0,1
2023-11-12,Johor,1,0,0,1
2023-11-13,Johor,0,0,1,1
2023-11-14,Johor,0,0,0,4
2023-11-15,Johor,0,0,0,0
2023-11-16,Johor,2,0,0,5
2023-11-17,Johor,1,0,0,4
2023-11-18,Johor,3,0,1,0
2023-11-19,Johor,0,0,1,4
2023-11-20,Johor,0,0,2,1
2023-11-21,Johor,0,0,1,1
2023-11-22,Johor,1,0,1,4
2023-11-23,Johor,0,0,0,1
2023-11-24,Johor,0,0,0,2
2023-11-25,Johor,0,0,0,4
2023-11-26,Johor,1,0,0,2
2023-11-27,Johor,0,0,1,3
2023-11-28,Johor,0,0,0,3
2023-11-29,Johor,1,0,0,4
2023-11-30,Johor,2,0,0,8
2023-12-01,Johor,0,0,3,3
2023-12-02,Johor,0,0,0,3
2023-12-03,Johor,1,0,0,4
2023-12-04,Johor,3,0,1,5
2023-12-05,Johor,3,0,1,9
2023-12-06,Johor,0,0,6,7
2023-12-07,Johor,1,0,5,20
2023-12-08,Johor,5,0,7,12
2023-12-09,Johor,2,0,2,15
2023-12-10,Johor,1,0,4,10
2023-12-11,Johor,2,0,8,13
2023-12-12,Johor,5,0,7,24
2023-12-13,Johor,4,0,5,27
2023-12-14,Johor,17,0,6,34
2023-12-15,Johor,37,1,34,151
2023-12-16,Johor,30,1,50,202
2023-12-17,Johor,28,1,46,205
2023-12-18,Johor,36,0,40,181
2023-12-19,Johor,29,1,61,225
2023-12-20,Johor,35,1,62,258
2023-12-21,Johor,56,2,80,291
2023-12-22,Johor,50,2,59,299
2023-12-23,Johor,35,1,67,272
2023-12-24,Johor,46,2,63,273
2023-12-25,Johor,75,1,51,173
2023-12-26,Johor,29,1,51,186
2023-12-27,Johor,38,1,57,249
2023-12-28,Johor,46,3,66,295
2023-12-29,Johor,32,1,67,245
2023-12-30,Johor,40,1,58,224
2023-12-31,Johor,23,1,46,154
2024-01-01,Johor,51,2,37,150
2024-01-02,Johor,51,0,51,180
2024-01-03,Johor,41,4,72,233
2024-01-04,Johor,46,1,75,220
2024-01-05,Johor,43,1,87,209
2024-01-06,Johor,39,3,50,153
2024-01-07,Johor,23,0,42,168
2024-01-08,Johor,33,0,34,90
2024-01-09,Johor,30,1,56,154
2024-01-10,Johor,26,1,48,153
2024-01-11,Johor,43,1,56,145
2024-01-12,Johor,27,0,45,140
2024-01-13,Johor,28,0,41,128
2024-01-14,Johor,10,1,39,98
2024-01-15,Johor,19,1,35,109
2024-01-16,Johor,18,0,30,92
2024-01-17,Johor,30,1,52,121
2024-01-18,Johor,16,1,33,114
2024-01-19,Johor,22,0,36,91
2024-01-20,Johor,20,0,37,92
2024-01-21,Johor,11,0,23,55
2024-01-22,Johor,11,0,22,54
2024-01-23,Johor,8,1,32,75
2024-01-24,Johor,9,1,22,67
2024-01-25,Johor,25,0,22,49
2024-01-26,Johor,11,1,19,53
2024-01-27,Johor,5,0,11,38
2024-01-28,Johor,4,2,11,33
2024-01-29,Johor,8,0,10,46
2024-01-30,Johor,6,0,17,45
2024-01-31,Johor,11,1,10,44
2024-02-01,Johor,13,0,6,21
2024-02-02,Johor,6,0,10,20
2024-02-03,Johor,4,0,1,14
2024-02-04,Johor,3,0,5,14
2024-02-05,Johor,4,0,6,14
2024-02-06,Johor,6,0,8,19
2024-02-07,Johor,4,1,8,17
2024-02-08,Johor,1,1,13,27
2024-02-09,Johor,3,0,6,14
2024-02-10,Johor,2,0,2,11
2024-02-11,Johor,1,0,1,17
2024-02-12,Johor,3,0,2,8
2024-02-13,Johor,0,0,1,10
2024-02-14,Johor,3,0,2,9
2024-02-15,Johor,1,0,2,9
2024-02-16,Johor,4,0,5,16
2024-02-17,Johor,2,0,2,18
2024-02-18,Johor,3,0,3,11
2024-02-19,Johor,1,0,4,11
2024-02-20,Johor,4,0,1,11
2024-02-21,Johor,3,0,4,7
2024-02-22,Johor,1,0,5,11
2024-02-23,Johor,3,0,0,13
2024-02-24,Johor,2,0,0,10
2024-02-25,Johor,1,0,3,3
2024-02-26,Johor,0,0,4,6
2024-02-27,Johor,2,0,4,8
2024-02-28,Johor,2,0,2,12
2024-02-29,Johor,2,0,2,5
2024-03-01,Johor,1,0,2,8
2024-03-02,Johor,0,0,1,5
2024-03-03,Johor,1,0,0,6
2024-03-04,Johor,2,0,2,6
2024-03-05,Johor,0,0,2,7
2024-03-06,Johor,1,0,1,7
2024-03-07,Johor,0,0,3,7
2024-03-08,Johor,1,0,1,6
2024-03-09,Johor,2,0,1,3
2024-03-10,Johor,0,0,1,7
2024-03-11,Johor,1,0,4,3
2024-03-12,Johor,0,0,1,4
2024-03-13,Johor,3,0,4,5
2024-03-14,Johor,2,0,1,7
2024-03-15,Johor,1,0,2,5
2024-03-16,Johor,2,0,2,3
2024-03-17,Johor,0,0,1,6
2024-03-18,Johor,2,0,2,3
2024-03-19,Johor,0,0,1,5
2024-03-20,Johor,1,0,3,6
2024-03-21,Johor,3,1,0,4
2024-03-22,Johor,2,0,1,10
2024-03-23,Johor,0,0,1,2
2024-03-24,Johor,1,0,2,4
2024-03-25,Johor,2,0,1,3
2024-03-26,Johor,1,1,4,4
2024-03-27,Johor,1,0,2,6
2024-03-28,Johor,0,0,1,7
2024-03-29,Johor,1,0,3,1
2024-03-30,Johor,1,0,1,3
2024-03-31,Johor,0,0,1,4
2024-04-01,Johor,0,0,1,3
2024-04-02,Johor,2,0,2,5
2024-04-03,Johor,2,0,0,9
2024-04-04,Johor,2,0,0,2
2024-04-05,Johor,0,0,2,1
2024-04-06,Johor,2,0,0,5
2024-04-07,Johor,1,0,0,7
2024-04-08,Johor,0,0,0,6
2024-04-09,Johor,2,0,0,4
2024-04-10,Johor,2,0,1,7
2024-04-11,Johor,0,0,1,1
2024-04-12,Johor,0,0,0,0
2024-04-13,Johor,0,0,0,2
2024-04-14,Johor,2,0,2,0
2024-04-15,Johor,0,0,4,1
2024-04-16,Johor,5,0,5,10
2024-04-17,Johor,7,0,2,9
2024-04-18,Johor,1,0,3,18
2024-04-19,Johor,6,0,5,17
2024-04-20,Johor,2,0,3,7
2024-04-21,Johor,2,0,3,4
2024-04-22,Johor,6,0,1,6
2024-04-23,Johor,2,0,1,17
2024-04-24,Johor,2,1,4,10
2024-04-25,Johor,2,0,4,13
2024-04-26,Johor,1,1,3,7
2024-04-27,Johor,0,0,1,10
2024-04-28,Johor,1,0,3,2
2024-04-29,Johor,6,0,2,6
2024-04-30,Johor,3,0,5,10
2024-05-01,Johor,1,0,1,11
2024-05-02,Johor,2,0,6,9
2024-05-03,Johor,0,0,6,9
2024-05-04,Johor,0,0,2,10
2024-05-05,Johor,1,0,3,6
2024-05-06,Johor,4,0,6,5
2024-05-07,Johor,3,0,8,12
2024-05-08,Johor,2,1,6,19
2024-05-09,Johor,3,0,7,11
2024-05-10,Johor,6,1,3,10
2024-05-11,Johor,2,0,3,16
2024-05-12,Johor,1,0,1,10
2024-05-13,Johor,5,0,5,10
2024-05-14,Johor,2,0,7,15
2024-05-15,Johor,5,0,6,17
2024-05-16,Johor,4,0,4,13
2024-05-17,Johor,2,0,5,18
2024-05-18,Johor,2,1,11,10
2024-05-19,Johor,3,0,2,13
2024-05-20,Johor,0,0,0,22
2024-05-21,Johor,6,1,8,21
2024-05-22,Johor,2,0,6,22
2024-05-23,Johor,7,1,7,19
2024-05-24,Johor,2,0,4,31
2024-05-25,Johor,2,0,5,19
2024-05-26,Johor,1,0,3,17
2024-05-27,Johor,6,4,6,30
2024-05-28,Johor,5,0,3,19
2024-05-29,Johor,5,1,3,41
2024-05-30,Johor,5,1,8,29
2024-05-31,Johor,6,1,6,24
2024-06-01,Johor,1,0,6,18
2024-06-02,Johor,13,0,4,25
2024-06-03,Johor,7,0,11,17
2024-06-04,Johor,11,0,4,14
2024-06-05,Johor,5,1,6,22
2024-06-06,Johor,5,0,4,28
2024-06-07,Johor,9,0,9,22
2024-06-08,Johor,12,0,7,27
2024-06-09,Johor,8,0,6,28
2024-06-10,Johor,5,0,9,22
2024-06-11,Johor,2,0,13,26
2024-06-12,Johor,7,1,9,38
2024-06-13,Johor,7,1,6,28
2024-06-14,Johor,6,1,12,27
2024-06-15,Johor,5,1,6,19
2024-06-16,Johor,4,0,4,11
2024-06-17,Johor,9,0,4,21
2024-06-18,Johor,5,0,3,18
2024-06-19,Johor,3,0,4,23
2024-06-20,Johor,6,0,12,34
2024-06-21,Johor,1,0,13,24
2024-06-22,Johor,2,1,4,31
2024-06-23,Johor,6,0,11,18
2024-06-24,Johor,2,1,7,28
2024-06-25,Johor,5,0,8,34
2024-06-26,Johor,7,0,9,35
2024-06-27,Johor,7,0,13,36
2024-06-28,Johor,3,0,9,28
2024-06-29,Johor,3,0,7,36
2024-06-30,Johor,5,0,9,27
2024-07-01,Johor,4,0,9,26
2024-07-02,Johor,3,0,10,22
2024-07-03,Johor,6,0,10,33
2024-07-04,Johor,15,0,9,38
2024-07-05,Johor,9,0,7,25
2024-07-06,Johor,5,0,8,22
2024-07-07,Johor,5,0,3,19
2024-07-08,Johor,8,0,13,23
2024-07-09,Johor,5,0,8,30
2024-07-10,Johor,3,1,5,24
2024-07-11,Johor,6,0,6,33
2024-07-12,Johor,1,0,9,19
2024-07-13,Johor,6,0,7,13
2024-07-14,Johor,5,0,6,19
2024-07-15,Johor,8,0,7,16
2024-07-16,Johor,2,0,6,15
2024-07-17,Johor,2,0,5,17
2024-07-18,Johor,5,0,9,12
2024-07-19,Johor,4,0,2,18
2024-07-20,Johor,4,1,3,12
2024-07-21,Johor,5,0,1,9
2024-07-22,Johor,2,0,7,5
2024-07-23,Johor,4,0,7,14
2024-07-24,Johor,2,0,3,15
2024-07-25,Johor,7,0,4,15
2024-07-26,Johor,5,0,5,17
2024-07-27,Johor,1,0,3,15
2024-07-28,Johor,7,0,1,10
2024-07-29,Johor,5,0,5,9
2024-07-30,Johor,5,0,3,4
2024-07-31,Johor,1,0,4,18
2024-08-01,Johor,4,0,3,16
2024-08-02,Johor,5,0,3,7
2024-08-03,Johor,3,0,2,8
2024-08-04,Johor,1,0,0,12
2024-08-05,Johor,-1,1,2,7
2024-08-06,Johor,4,0,3,10
2024-08-07,Johor,4,0,0,6
2024-08-08,Johor,4,0,2,8
2024-08-09,Johor,3,0,1,6
2024-08-10,Johor,5,1,4,10
2024-08-11,Johor,0,0,1,5
2024-08-12,Johor,1,0,1,4
2024-08-13,Johor,2,0,2,8
2024-08-14,Johor,3,0,1,11
2024-08-15,Johor,3,0,2,6
2024-08-16,Johor,2,0,2,13
2024-08-17,Johor,3,0,3,6
2024-08-18,Johor,2,0,3,3
2024-08-19,Johor,1,0,2,6
2024-08-20,Johor,2,0,4,2
2024-08-21,Johor,2,0,2,5
2024-08-22,Johor,1,0,0,9
2024-08-23,Johor,1,0,2,7
2024-08-24,Johor,1,0,5,9
2024-08-25,Johor,1,0,2,9
2024-08-26,Johor,0,0,0,2
2024-08-27,Johor,2,0,4,7
2024-08-28,Johor,4,0,4,6
2024-08-29,Johor,3,0,2,5
2024-08-30,Johor,0,0,2,12
2024-08-31,Johor,2,0,0,4
2024-09-01,Johor,0,0,5,2
2024-09-02,Johor,1,0,1,4
2024-09-03,Johor,2,0,4,5
2024-09-04,Johor,1,0,0,5
2024-09-05,Johor,1,1,2,2
2024-09-06,Johor,2,0,4,4
2024-09-07,Johor,2,0,1,2
2024-09-08,Johor,0,0,0,5
2024-09-09,Johor,0,0,1,3
2024-09-10,Johor,2,0,0,3
2024-09-11,Johor,5,1,6,4
2024-09-12,Johor,2,0,2,8
2024-09-13,Johor,4,1,3,4
2024-09-14,Johor,2,0,5,1
2024-09-15,Johor,0,0,2,4
2024-09-16,Johor,2,1,2,5
2024-09-17,Johor,1,0,0,0
2024-09-18,Johor,2,0,0,6
2024-09-19,Johor,1,0,1,7
2024-09-20,Johor,1,0,1,4
2024-09-21,Johor,2,0,2,6
2024-09-22,Johor,0,0,2,5
2024-09-23,Johor,1,0,2,4
2024-09-24,Johor,2,0,1,12
2024-09-25,Johor,0,1,2,6
2024-09-26,Johor,2,0,1,4
2024-09-27,Johor,1,0,3,6
2024-09-28,Johor,0,0,1,2
2024-09-29,Johor,1,0,2,8
2024-09-30,Johor,5,0,3,8
2024-10-01,Johor,2,0,4,10
2024-10-02,Johor,5,0,1,7
2024-10-03,Johor,2,0,1,7
2024-10-04,Johor,2,0,1,4
2024-10-05,Johor,4,1,1,1
2024-10-06,Johor,1,0,1,4
2024-10-07,Johor,2,0,1,6
2024-10-08,Johor,2,0,0,10
2024-10-09,Johor,1,0,3,4
2024-10-10,Johor,2,0,5,2
2024-10-11,Johor,3,0,2,12
2024-10-12,Johor,0,0,2,4
2024-10-13,Johor,0,0,1,3
2024-10-14,Johor,4,0,0,0
2024-10-15,Johor,0,0,1,10
2024-10-16,Johor,3,1,2,4
2024-10-17,Johor,1,0,1,3
2024-10-18,Johor,2,0,4,4
2024-10-19,Johor,5,0,1,7
2024-10-20,Johor,1,0,0,3
2024-10-21,Johor,5,0,2,8
2024-10-22,Johor,3,0,5,3
2024-10-23,Johor,1,0,5,12
2024-10-24,Johor,2,0,5,13
2024-10-25,Johor,4,0,5,11
2024-10-26,Johor,5,0,6,13
2024-10-27,Johor,3,0,0,1
2024-10-28,Johor,2,0,2,5
2024-10-29,Johor,2,0,3,8
2024-10-30,Johor,2,0,9,7
2024-10-31,Johor,4,0,3,2
2024-11-01,Johor,6,0,3,10
2024-11-02,Johor,3,0,2,8
2024-11-03,Johor,2,0,3,5
2024-11-04,Johor,1,0,4,7
2024-11-05,Johor,5,0,2,13
2024-11-06,Johor,4,0,5,7
2024-11-07,Johor,3,0,3,6
2024-11-08,Johor,4,0,3,11
2024-11-09,Johor,1,1,2,7
2024-11-10,Johor,4,1,6,7
2024-11-11,Johor,2,0,2,2
2024-11-12,Johor,4,0,4,4
2024-11-13,Johor,3,1,1,10
2024-11-14,Johor,2,0,2,14
2024-11-15,Johor,2,0,5,6
2024-11-16,Johor,5,0,3,5
2024-11-17,Johor,4,0,1,6
2024-11-18,Johor,2,0,1,9
2024-11-19,Johor,2,0,3,13
2024-11-20,Johor,5,0,3,11
2024-11-21,Johor,5,0,2,13
2024-11-22,Johor,3,0,7,14
2024-11-23,Johor,2,0,4,9
2024-11-24,Johor,2,0,4,9
2024-11-25,Johor,3,0,3,8
2024-11-26,Johor,2,0,5,7
2024-11-27,Johor,6,0,4,11
2024-11-28,Johor,6,0,7,11
2024-11-29,Johor,4,0,3,12
2024-11-30,Johor,3,1,1,7
2024-12-01,Johor,6,0,3,8
2024-12-02,Johor,4,0,2,7
2024-12-03,Johor,2,0,5,11
2024-12-04,Johor,4,0,8,15
2024-12-05,Johor,10,0,5,18
2024-12-06,Johor,7,1,5,15
2024-12-07,Johor,4,0,4,17
